VAR1	COUNT	cq
PI0008RUC5:PIGUK6W431	7	8
PI0008RUC5:PIGVDDCG42	2	0
PI0008RUC5:PIGWG93QA0	2	0
PI0008RUC5:PIH2V599P5	3	4
PI0008RUC5:PIH4CA1T67	3	4
PI0008RUC5:PIHBWTGNN9	3	4
PI0008RUC5:PIHHB6QH03	2	0
PI0008RUC5:PIHJ9B4JG8	2	0
PI0008RUC5:PIHN82HUG3	3	4
PI0008RUC5:PIHXU4BPB1	2	0
PI0008RUC5:PIJ6801787	17	9
PI0008RUC5:PIJE196VP5	10	8
PI0008RUC5:PIJGCRXU85	3	4
PI0008RUC5:PIJGP31JB5	7	8
PI0008RUC5:PIJJ982T02	7	8
PI0008RUC5:PIJKUUJUA5	3	4
PI0008RUC5:PIJNB6HHJ5	4	6
PI0008RUC5:PIJQ6NU8V1	2	0
PI0008RUC5:PIK4JBDCJ3	5	6
PI0008RUC5:PIK77HB690	2	0
PI0008RUC5:PIK9XGP4D2	3	4
PI0008RUC5:PIKA4C43D0	4	6
PI0008RUC5:PIKCHVQ0W3	4	6
PI0008RUC5:PIKCNT7W24	5	6
PI0008RUC5:PIKDR708B1	17	9
PI0008RUC5:PIKJTR06K7	6	7
PI0008RUC5:PIKK7V6768	5	6
PI0008RUC5:PIKTHBRK75	7	8
PI0008RUC5:PIKUEQ7VJ8	2	0
PI0008RUC5:PIKWC1U7V3	4	6
PI0008RUC5:PIKX2RQ9R9	2	0
PI0008RUC5:PIM49RMQW2	16	9
PI0008RUC5:PIM5AC3W92	2	0
PI0008RUC5:PIM67EJ8H3	2	0
PI0008RUC5:PIM8QAXTJ5	3	4
PI0008RUC5:PIMDF4AMT5	5	6
PI0008RUC5:PIMPF0EAN3	5	6
PI0008RUC5:PIMVUMBMC8	2	0
PI0008RUC5:PIMWQKFWG1	3	4
PI0008RUC5:PIMX2N6JD5	9	8
PI0008RUC5:PIN1GPNWB9	3	4
PI0008RUC5:PIN40H91P8	3	4
PI0008RUC5:PIN6XC8RT5	7	8
PI0008RUC5:PINAH72MW8	13	9
PI0008RUC5:PINB0JEXH1	2	0
PI0008RUC5:PINB8VTUJ1	3	4
PI0008RUC5:PINBJDKE68	2	0
PI0008RUC5:PINH0F7V56	4	6
PI0008RUC5:PINUCVU5X6	3	4
PI0008RUC5:PINUW77RB4	3	4
PI0008RUC5:PINXMPXVM5	3	4
PI0008RUC5:PIP0FNQ238	5	6
PI0008RUC5:PIP3QGUU67	9	8
PI0008RUC5:PIPA8JETB1	2	0
PI0008RUC5:PIPB06V7C1	3	4
PI0008RUC5:PIPDKG3HK9	7	8
PI0008RUC5:PIPFCNWJ72	4	6
PI0008RUC5:PIPJ0PM7D3	6	7
PI0008RUC5:PIPJNWPP08	12	9
PI0008RUC5:PIPK2HNQ54	3	4
PI0008RUC5:PIPNC18JN2	6	7
PI0008RUC5:PIPT59X809	28	9
PI0008RUC5:PIPW11HFJ4	2	0
PI0008RUC5:PIQ0GFT3X2	5	6
PI0008RUC5:PIQ1BH7N97	2	0
PI0008RUC5:PIQ3JUBXT5	2	0
PI0008RUC5:PIQ7FR1A59	6	7
PI0008RUC5:PIQ7UNR4G2	4	6
PI0008RUC5:PIQG1D9HF5	2	0
PI0008RUC5:PIQJ86CGW8	6	7
PI0008RUC5:PIQJFTR3B2	4	6
PI0008RUC5:PIQNXMB817	3	4
PI0008RUC5:PIQPJWPC87	2	0
PI0008RUC5:PIQQM6T336	7	8
PI0008RUC5:PIQRE02TW7	5	6
PI0008RUC5:PIQTDJ8TT5	10	8
PI0008RUC5:PIQTWTTKD1	5	6
PI0008RUC5:PIQW0JG728	3	4
PI0008RUC5:PIR4MMECF2	5	6
PI0008RUC5:PIR6NTRDA8	2	0
PI0008RUC5:PIR6WE5C45	2	0
PI0008RUC5:PIR8PDFBA3	5	6
PI0008RUC5:PIRC45A6C7	2	0
PI0008RUC5:PIRKR9E3D8	5	6
PI0008RUC5:PIRNNJH4N0	6	7
PI0008RUC5:PIRUV68G86	5	6
PI0008RUC5:PIT3AMTJC0	6	7
PI0008RUC5:PIT4QQ3821	2	0
PI0008RUC5:PITC67HFQ5	3	4
PI0008RUC5:PITFH4A1M4	3	4
PI0008RUC5:PITHA2CD45	2	0
PI0008RUC5:PITQJCVAX7	4	6
PI0008RUC5:PITR6H6V15	2	0
PI0008RUC5:PITTUQU274	2	0
PI0008RUC5:PITUVVPGE4	3	4
PI0008RUC5:PIU1J60DM3	4	6
PI0008RUC5:PIU4XDR885	4	6
PI0008RUC5:PIU53A39B5	13	9
PI0008RUC5:PIU75J0JC2	4	6
PI0008RUC5:PIU7HQB323	4	6
PI0008RUC5:PIUA3716V5	2	0
PI0008RUC5:PIUC72JGK1	4	6
PI0008RUC5:PIUJWEDXN4	2	0
PI0008RUC5:PIUM6C7JH8	3	4
PI0008RUC5:PIURGF5691	2	0
PI0008RUC5:PIUTW9TKF3	2	0
PI0008RUC5:PIUU16H1T0	2	0
PI0008RUC5:PIUVJRBC25	14	9
PI0008RUC5:PIUVVGK6K7	5	6
PI0008RUC5:PIUW21FWG5	6	7
PI0008RUC5:PIUWV4CTQ1	8	8
PI0008RUC5:PIV13N6QF0	8	8
PI0008RUC5:PIV77Q4KV3	2	0
PI0008RUC5:PIV7F9BRA4	2	0
PI0008RUC5:PIV86EXXG3	2	0
PI0008RUC5:PIV87WVC94	7	8
PI0008RUC5:PIV9CB1F66	11	8
PI0008RUC5:PIVA3QMTG2	4	6
PI0008RUC5:PIVA5A2923	2	0
PI0008RUC5:PIVP7H32T7	2	0
PI0008RUC5:PIVW0BV3D6	9	8
PI0008RUC5:PIW05PTQ93	5	6
PI0008RUC5:PIW1532R60	2	0
PI0008RUC5:PIW2AHR1R4	2	0
PI0008RUC5:PIW2P0DFQ7	16	9
PI0008RUC5:PIW3MV0W47	5	6
PI0008RUC5:PIW9BR1A33	4	6
PI0008RUC5:PIW9KXB7X8	2	0
PI0008RUC5:PIWG4KB7E9	3	4
PI0008RUC5:PIWMJMEAU2	2	0
PI0008RUC5:PIWMU0APB0	2	0
PI0008RUC5:PIWUC6EN28	2	0
PI0008RUC5:PIWX9QWGE1	3	4
PI0008RUC5:PIX15HBHG5	2	0
PI0008RUC5:PIX6PEM3F2	2	0
PI0008RUC5:PIX76XXK47	8	8
PI0008RUC5:PIX8724TG6	3	4
PI0008RUC5:PIXD4PV9K4	3	4
PI0008RUC5:PIXEWT7ET8	5	6
PI0008RUC5:PIXF5P7E57	5	6
PI0008RUC5:PIXN2RFB43	2	0
PI0008RUC5:PIXNK2JBF3	3	4
PI0008RUC5:PIXT4BWV82	4	6
PI0008RUC5:PIXTNV0824	2	0
PI000941R1:PIV9VNUQ48	2	0
PI000B7953:PI793CGR71	2	0
PI000B7953:PI9T2E7G97	2	0
PI000B7953:PIA9R0CF31	2	0
PI000B7953:PIJMQUN274	2	0
PI000BDF66:PI056QB5U9	2	0
PI000BDF66:PI09XCPCQ6	3	4
PI000BDF66:PI0WH5TR04	6	7
PI000BDF66:PI0WRANB91	2	0
PI000BDF66:PI0XHD6AM8	2	0
PI000BDF66:PI176B95D1	2	0
PI000BDF66:PI1E9D1B52	2	0
PI000BDF66:PI1JU153N4	9	8
PI000BDF66:PI23PFQKJ1	2	0
PI000BDF66:PI252VBMM2	4	6
PI000BDF66:PI2D1XXFF0	2	0
PI000BDF66:PI2N7UHKC3	2	0
PI000BDF66:PI2QGD54K3	2	0
PI000BDF66:PI2T9FE2X3	2	0
PI000BDF66:PI2WFVCKN7	2	0
PI000BDF66:PI2XGXEKT1	2	0
PI000BDF66:PI32BFFNR9	2	0
PI000BDF66:PI342CM8P6	3	4
PI000BDF66:PI39EEHV38	2	0
PI000BDF66:PI3A11JXK8	4	6
PI000BDF66:PI3ABHM5Q4	2	0
PI000BDF66:PI3MV2Q608	2	0
PI000BDF66:PI44AW55C7	3	4
PI000BDF66:PI48A94JW4	2	0
PI000BDF66:PI4G85PHK0	2	0
PI000BDF66:PI4H96Q642	2	0
PI000BDF66:PI58AH51C9	2	0
PI000BDF66:PI59QPPBK6	2	0
PI000BDF66:PI5JNJHMA2	3	4
PI000BDF66:PI5PHK58V2	2	0
PI000BDF66:PI5VUUVVX7	4	6
PI000BDF66:PI6858BB00	5	6
PI000BDF66:PI6J5KBXT2	2	0
PI000BDF66:PI6R59R364	2	0
PI000BDF66:PI6U77P970	4	6
PI000BDF66:PI6VFE7M52	5	6
PI000BDF66:PI6VR14U51	13	9
PI000BDF66:PI7484R2V4	2	0
PI000BDF66:PI78GRQU89	6	7
PI000BDF66:PI79K7UGV8	5	6
PI000BDF66:PI7BVG9K26	4	6
PI000BDF66:PI7MWN6ND0	2	0
PI000BDF66:PI80BHU076	3	4
PI000BDF66:PI852VF235	2	0
PI000BDF66:PI86HBR8G7	3	4
PI000BDF66:PI89DNHN93	2	0
PI000BDF66:PI8FB5EW64	2	0
PI000BDF66:PI8V8W27M7	2	0
PI000BDF66:PI91RMQ2Q4	2	0
PI000BDF66:PI9572PQQ8	2	0
PI000BDF66:PI9BC47U53	2	0
PI000BDF66:PI9BEDUJU8	4	6
PI000BDF66:PI9DEEHPF2	3	4
PI000BDF66:PI9N66E4D5	2	0
PI000BDF66:PI9NRTRAM2	6	7
PI000BDF66:PIAE359XF5	4	6
PI000BDF66:PIAEDAW180	2	0
PI000BDF66:PIAKRTPFM7	3	4
PI000BDF66:PIANJ2V2C5	3	4
PI000BDF66:PIAPJ503H3	2	0
PI000BDF66:PIB20TA3Q5	3	4
PI000BDF66:PIB4V2TQW8	2	0
PI000BDF66:PIB5NEURP4	2	0
PI000BDF66:PIBCMQ8MF6	2	0
PI000BDF66:PIBD1XKNH8	3	4
PI000BDF66:PIBPA9QTA1	3	4
PI000BDF66:PIBTT8NRJ5	2	0
PI000BDF66:PIC14TVXF1	2	0
PI000BDF66:PIC17U8Q83	3	4
PI000BDF66:PIC1QXK5M6	4	6
PI000BDF66:PIC35U7W47	2	0
PI000BDF66:PICE58HVQ2	2	0
PI000BDF66:PICGV62XM4	3	4
PI000BDF66:PICHCG4E62	3	4
PI000BDF66:PICK50ER03	4	6
PI000BDF66:PID4T5W768	2	0
PI000BDF66:PID75V1V41	2	0
PI000BDF66:PIDDP564D9	2	0
PI000BDF66:PIDEMJ76W4	3	4
PI000BDF66:PIDJB68KU8	2	0
PI000BDF66:PIDP40D687	3	4
PI000BDF66:PIDX43UV75	7	8
PI000BDF66:PIE2VRRD65	11	8
PI000BDF66:PIE3269ET8	2	0
PI000BDF66:PIE7CD7EW2	10	8
PI000BDF66:PIE7GBQPB8	2	0
PI000BDF66:PIE87CF520	2	0
PI000BDF66:PIEQB3J4U4	2	0
PI000BDF66:PIF6812DG0	3	4
PI000BDF66:PIFACUR4T8	2	0
PI000BDF66:PIFC6M2652	6	7
PI000BDF66:PIFMQPMDW5	2	0
PI000BDF66:PIFN2KE7F3	3	4
PI000BDF66:PIGE58AQB5	3	4
PI000BDF66:PIGEBRM9C1	3	4
PI000BDF66:PIGJNF2W61	3	4
PI000BDF66:PIGMDVRMJ2	4	6
PI000BDF66:PIGPHD03M3	2	0
PI000BDF66:PIGQJNHH75	3	4
PI000BDF66:PIGR0C7D55	2	0
PI000BDF66:PIH1CP5VN1	2	0
PI000BDF66:PIH1WBPF55	3	4
PI000BDF66:PIHD36K307	2	0
PI000BDF66:PIHFMBDJU0	3	4
PI000BDF66:PIHUJGH0U7	2	0
PI000BDF66:PIHWVR0PJ8	2	0
PI000BDF66:PIHXG357Q3	3	4
PI000BDF66:PIJ49V0R76	5	6
PI000BDF66:PIJ7AQ8JQ2	4	6
PI000BDF66:PIJET273V6	4	6
PI000BDF66:PIJF3DTKX6	2	0
PI000BDF66:PIK6CU9M67	2	0
PI000BDF66:PIK8VBXG21	2	0
PI000BDF66:PIKBVD01B1	2	0
PI000BDF66:PIKEQNK3V4	2	0
PI000BDF66:PIKMH0AVU3	2	0
PI000BDF66:PIKNARC8T4	4	6
PI000BDF66:PIKV9M74C0	2	0
PI000BDF66:PIKW4MMKP5	2	0
PI000BDF66:PIKX0NANV8	6	7
PI000BDF66:PIM35G9QD2	2	0
PI000BDF66:PIMAHF48R4	2	0
PI000BDF66:PIMAVDUDN5	2	0
PI000BDF66:PIMAXWM7R1	2	0
PI000BDF66:PIMUW365F9	2	0
PI000BDF66:PIN4A7HVM1	7	8
PI000BDF66:PIN6R6DTQ1	9	8
PI000BDF66:PIN8QJ0PB6	3	4
PI000BDF66:PIN9E34FC3	2	0
PI000BDF66:PINADT3713	4	6
PI000BDF66:PINAVW9U06	3	4
PI000BDF66:PINDXEN5N7	3	4
PI000BDF66:PINEQRP976	4	6
PI000BDF66:PINQJFWN45	4	6
PI000BDF66:PINV5KVJG8	3	4
PI000BDF66:PIP42NM140	2	0
PI000BDF66:PIPQN8TKT8	2	0
PI000BDF66:PIPW6AN6C7	4	6
PI000BDF66:PIQ0RM1QQ1	2	0
PI000BDF66:PIQ2AJXP26	2	0
PI000BDF66:PIQ756NGR9	2	0
PI000BDF66:PIQ80KG9B9	5	6
PI000BDF66:PIQ97G7TE1	2	0
PI000BDF66:PIQD5M45J0	2	0
PI000BDF66:PIQVCHC7J6	3	4
PI000BDF66:PIR29CA8Q8	3	4
PI000BDF66:PIR9284HG1	2	0
PI000BDF66:PIRK9TE716	2	0
PI000BDF66:PIRURGCPT7	5	6
PI000BDF66:PIT15Q35T6	2	0
PI000BDF66:PIT2Q6E508	2	0
PI000BDF66:PITDV4DTH4	2	0
PI000BDF66:PITFNAAAD8	3	4
PI000BDF66:PIU1UGR9K0	3	4
PI000BDF66:PIU8NMNDA3	3	4
PI000BDF66:PIUAJVCJP3	2	0
PI000BDF66:PIUEPQK9N1	5	6
PI000BDF66:PIUH8XQ511	2	0
PI000BDF66:PIV0B78QA6	2	0
PI000BDF66:PIV294T2J6	3	4
PI000BDF66:PIV70Q8XW3	2	0
PI000BDF66:PIV90QQC37	3	4
PI000BDF66:PIV9EDWGX4	2	0
PI000BDF66:PIVDUWTK29	4	6
PI000BDF66:PIVGUMGFV5	2	0
PI000BDF66:PIVUG1UPX5	4	6
PI000BDF66:PIW7H710C0	2	0
PI000BDF66:PIW829R194	7	8
PI000BDF66:PIWDQP9C73	2	0
PI000BDF66:PIWEND7CN5	3	4
PI000BDF66:PIWF7D1G56	2	0
PI000BDF66:PIWRMGPFT7	2	0
PI000BDF66:PIWWKJ38J3	2	0
PI000BDF66:PIWX7V8WX2	2	0
PI000BDF66:PIX0JEHKD2	2	0
PI000BDF66:PIX3K0GBE7	3	4
PI000BDF66:PIX5Q0XQ97	5	6
PI000BDF66:PIXEAEMJE9	2	0
PI000BDF66:PIXMNBX1V2	2	0
PI000BDF66:PIXPF2X4F8	2	0
PI000BDF66:PIXVBXBER4	2	0
PI000C9T88:PI0183E1R2	3	4
PI000C9T88:PI05T2BXB4	2	0
PI000C9T88:PI080FRN79	2	0
PI000C9T88:PI08D59UW6	2	0
PI000C9T88:PI09J32HV0	3	4
PI000C9T88:PI0BETFD19	2	0
PI000C9T88:PI0C71WG52	3	4
PI000C9T88:PI0CA60VF7	40	9
PI000C9T88:PI0H51UW69	6	7
PI000C9T88:PI0H8PJXE0	4	6
PI000C9T88:PI0QX01824	4	6
PI000C9T88:PI0R50JXB6	23	9
PI000C9T88:PI0R73N6T3	3	4
PI000C9T88:PI0RU89PW4	4	6
PI000C9T88:PI0TTQAQF1	2	0
PI000C9T88:PI0WMC0J23	3	4
PI000C9T88:PI111WTWU4	7	8
PI000C9T88:PI116AK7G3	2	0
PI000C9T88:PI13MEF8F6	2	0
PI000C9T88:PI1401MV23	6	7
PI000C9T88:PI14BD7WP2	2	0
PI000C9T88:PI162GCJ82	2	0
PI000C9T88:PI19Q1CGV3	2	0
PI000C9T88:PI1CN0D5W3	12	9
PI000C9T88:PI1FJ8D4N4	3	4
PI000C9T88:PI1GTW7M76	3	4
PI000C9T88:PI1J9080J5	3	4
PI000C9T88:PI1MHQ6CH5	2	0
PI000C9T88:PI1RF7AWB2	6	7
PI000C9T88:PI1U7HVF40	3	4
PI000C9T88:PI1UFEQBH2	19	9
PI000C9T88:PI1VG4UGA0	19	9
PI000C9T88:PI1XEA16A0	5	6
PI000C9T88:PI2018RXG8	2	0
PI000C9T88:PI24U1VFE8	2	0
PI000C9T88:PI25JRT9N3	7	8
PI000C9T88:PI25P81TE4	14	9
PI000C9T88:PI28D31U70	3	4
PI000C9T88:PI2CRNVGV1	3	4
PI000C9T88:PI2DAUCT66	5	6
PI000C9T88:PI2DBD7U63	4	6
PI000C9T88:PI2KAR2PG6	2	0
PI000C9T88:PI2KHWPHE5	4	6
PI000C9T88:PI2Q0QC9B8	3	4
PI000C9T88:PI2UV65QX5	3	4
PI000C9T88:PI2V8PQ7E5	3	4
PI000C9T88:PI30VU5K29	6	7
PI000C9T88:PI32KC15C2	4	6
PI000C9T88:PI330RU073	6	7
PI000C9T88:PI33QP84C7	30	9
PI000C9T88:PI37N0GAG2	2	0
PI000C9T88:PI3C42BCD1	2	0
PI000C9T88:PI3GBV0KR8	3	4
PI000C9T88:PI3GU20V73	3	4
PI000C9T88:PI3HQQH5T0	2	0
PI000C9T88:PI3MFUGJT4	2	0
PI000C9T88:PI3V4TVTK9	3	4
PI000C9T88:PI3XFAWMN6	4	6
PI000C9T88:PI41W28DM3	2	0
PI000C9T88:PI42NCGB09	73	9
PI000C9T88:PI44MTHKX2	2	0
PI000C9T88:PI47UVM0D9	2	0
PI000C9T88:PI4B82FF71	2	0
PI000C9T88:PI4DDW09C0	5	6
PI000C9T88:PI4F91GX09	7	8
PI000C9T88:PI4HPAFQX8	9	8
PI000C9T88:PI4HWK0W92	2	0
PI000C9T88:PI4JBD0NP5	2	0
PI000C9T88:PI4JXEWM99	2	0
PI000C9T88:PI4M5CF4M1	13	9
PI000C9T88:PI4P2HXWM6	5	6
PI000C9T88:PI4QT35ET0	3	4
PI000C9T88:PI4U0B94C1	2	0
PI000C9T88:PI4X4PUUX0	3	4
PI000C9T88:PI51EMR0R8	10	8
PI000C9T88:PI54FE4E08	2	0
PI000C9T88:PI55784BT1	8	8
PI000C9T88:PI55GU8F34	6	7
PI000C9T88:PI57H5U5R7	14	9
PI000C9T88:PI58URNGG6	2	0
PI000C9T88:PI5C0KEQB7	4	6
PI000C9T88:PI5FNAA846	16	9
PI000C9T88:PI5HCW5B42	4	6
PI000C9T88:PI5HKXAXX5	2	0
PI000C9T88:PI5XH28176	6	7
PI000C9T88:PI66VGVX43	5	6
PI000C9T88:PI6800JAW7	8	8
PI000C9T88:PI6A4WK3T2	6	7
PI000C9T88:PI6BX0MBK8	4	6
PI000C9T88:PI6CT9ERW7	2	0
PI000C9T88:PI6D7KCU37	16	9
PI000C9T88:PI6E3EXPH1	2	0
PI000C9T88:PI6G8NFQA4	3	4
PI000C9T88:PI6J1VRXT0	2	0
PI000C9T88:PI6JNQR9X1	2	0
PI000C9T88:PI6K9Q1088	27	9
PI000C9T88:PI6M6DQQR8	6	7
PI000C9T88:PI6R8QFRP6	3	4
PI000C9T88:PI6RD4JGG9	6	7
PI000C9T88:PI6T2VDEU2	2	0
PI000C9T88:PI724RCA00	5	6
PI000C9T88:PI72ERX9Q8	12	9
PI000C9T88:PI742A0A01	3	4
PI000C9T88:PI75THU9C0	3	4
PI000C9T88:PI7659RWV3	9	8
PI000C9T88:PI76AM3AT2	5	6
PI000C9T88:PI76DKXN00	3	4
PI000C9T88:PI778FFVM0	2	0
PI000C9T88:PI77DDK061	17	9
PI000C9T88:PI7C3DPE49	3	4
PI000C9T88:PI7FT8K6V2	4	6
PI000C9T88:PI7G3DE9V8	10	8
PI000C9T88:PI7JAJ9TE9	8	8
PI000C9T88:PI7TDBTWW6	10	8
PI000C9T88:PI7WB7QN39	2	0
PI000C9T88:PI7X2655P2	4	6
PI000C9T88:PI85JT8J04	3	4
PI000C9T88:PI86UKTM58	3	4
PI000C9T88:PI88A0PF31	10	8
PI000C9T88:PI88MN20K2	2	0
PI000C9T88:PI8A3AW5H7	2	0
PI000C9T88:PI8AUJUA14	8	8
PI000C9T88:PI8CCD6E13	3	4
PI000C9T88:PI8D32HXE7	3	4
PI000C9T88:PI8EEEVAK9	3	4
PI000C9T88:PI8EV3H3V1	3	4
PI000C9T88:PI8KQW2V56	5	6
PI000C9T88:PI8NDQF2P9	4	6
PI000C9T88:PI8PCU70U3	4	6
PI000C9T88:PI8UKWUTV2	6	7
PI000C9T88:PI8WW67AB6	6	7
PI000C9T88:PI8WWNJH23	4	6
PI000C9T88:PI91WA76G1	2	0
PI000C9T88:PI98KEFNM0	3	4
PI000C9T88:PI98NCWP85	2	0
PI000C9T88:PI9F6HBEE5	3	4
PI000C9T88:PI9FP5V1V9	2	0
PI000C9T88:PI9FR76952	2	0
PI000C9T88:PI9H7A1NF9	2	0
PI000C9T88:PI9MHDE3P0	12	9
PI000C9T88:PI9NJ1VBQ4	2	0
PI000C9T88:PI9TC7QWR8	2	0
PI000C9T88:PIA1CQN4W6	3	4
PI000C9T88:PIA3D1EFD5	2	0
PI000C9T88:PIA3PWQ348	2	0
PI000C9T88:PIA4VHRXG0	14	9
PI000C9T88:PIA5C35GE2	2	0
PI000C9T88:PIA8804AD6	4	6
PI000C9T88:PIA9HUUNK3	2	0
PI000C9T88:PIAD862MU2	2	0
PI000C9T88:PIAGG6EUF4	15	9
PI000C9T88:PIAGKWKJ81	18	9
PI000C9T88:PIAH2RN9W5	3	4
PI000C9T88:PIAUNK5AB3	4	6
PI000C9T88:PIAX8TX712	4	6
PI000C9T88:PIB36UPW86	5	6
PI000C9T88:PIB38N5R99	3	4
PI000C9T88:PIB41XRFU3	4	6
PI000C9T88:PIB4MVWDH8	62	9
PI000C9T88:PIB735HW66	5	6
PI000C9T88:PIB80PQE01	3	4
PI000C9T88:PIBCWBKKM6	5	6
PI000C9T88:PIBFFGCMF3	2	0
PI000C9T88:PIBGNDM8A1	18	9
PI000C9T88:PIBPJ79034	2	0
PI000C9T88:PIBPVFP3E9	3	4
PI000C9T88:PIBQ8AKJK7	6	7
PI000C9T88:PIBQ940A95	2	0
PI000C9T88:PIBRWHNUU0	2	0
PI000C9T88:PIBTXUQMK7	4	6
PI000C9T88:PIBUVQK991	16	9
PI000C9T88:PIBW9WF3E6	13	9
PI000C9T88:PIC5AD5725	3	4
PI000C9T88:PIC7XGHF78	6	7
PI000C9T88:PICA2FD2R3	3	4
PI000C9T88:PICCBQGUN6	4	6
PI000C9T88:PICPDWNP41	3	4
PI000C9T88:PICPXD3357	6	7
PI000C9T88:PICQGGJ5F1	6	7
PI000C9T88:PICVW2VWB0	2	0
PI000C9T88:PICW01WW63	5	6
PI000C9T88:PICWW72EQ5	4	6
PI000C9T88:PID3HG7TJ1	6	7
PI000C9T88:PID4CC4UX4	5	6
PI000C9T88:PIDA01GU05	5	6
PI000C9T88:PIDAQE21F2	6	7
PI000C9T88:PIDBTMCHR9	2	0
PI000C9T88:PIDDJBBKU9	10	8
PI000C9T88:PIDJ52UN64	15	9
PI000C9T88:PIDKQ9QHA5	3	4
PI000C9T88:PIDM85KTX7	16	9
PI000C9T88:PIDN0NW4J9	4	6
PI000C9T88:PIDNNUN4V8	3	4
PI000C9T88:PIDP5XHA46	6	7
PI000C9T88:PIDPFWBW00	5	6
PI000C9T88:PIDVAR5U50	5	6
PI000C9T88:PIDWXC4622	28	9
PI000C9T88:PIDX2JDAB6	3	4
PI000C9T88:PIE17W7095	2	0
PI000C9T88:PIE4NKXNR1	13	9
PI000C9T88:PIE5T87J97	3	4
PI000C9T88:PIE7DBJMD7	2	0
PI000C9T88:PIE7X11JB5	4	6
PI000C9T88:PIE81FT0R6	3	4
PI000C9T88:PIE8NPV5T0	5	6
PI000C9T88:PIE9K68NV3	5	6
PI000C9T88:PIEAC923M8	4	6
PI000C9T88:PIEBJX8NK6	2	0
PI000C9T88:PIEE1FXQT6	2	0
PI000C9T88:PIEK5G2CC6	2	0
PI000C9T88:PIEPCRR5G2	2	0
PI000C9T88:PIEPVDE721	2	0
PI000C9T88:PIEQCC1WX4	3	4
PI000C9T88:PIEU2QDV95	2	0
PI000C9T88:PIEUQT5E95	3	4
PI000C9T88:PIEV00JH99	3	4
PI000C9T88:PIEW3H3NX6	2	0
PI000C9T88:PIEWJK90P6	70	9
PI000C9T88:PIEWW2MN73	4	6
PI000C9T88:PIF1RRW9F5	2	0
PI000C9T88:PIF2R4GBA2	2	0
PI000C9T88:PIF5AVK0G4	9	8
PI000C9T88:PIF5TUJFE2	2	0
PI000C9T88:PIF7H6GRC2	4	6
PI000C9T88:PIFBDTHM12	5	6
PI000C9T88:PIFERV3TK3	6	7
PI000C9T88:PIFET9XNX8	2	0
PI000C9T88:PIFFEXNKP4	2	0
PI000C9T88:PIFGXR0PT5	3	4
PI000C9T88:PIFU1NV0P8	2	0
PI000C9T88:PIFU759F25	2	0
PI000C9T88:PIFWH7QJ77	3	4
PI000C9T88:PIG3BJU8Q3	2	0
PI000C9T88:PIG6E9J2Q6	8	8
PI000C9T88:PIG7NC7829	28	9
PI000C9T88:PIG8DPW211	2	0
PI000C9T88:PIG8FFF3F0	2	0
PI000C9T88:PIG8NG4MM1	2	0
PI000C9T88:PIGA5EKF42	2	0
PI000C9T88:PIGBX2KNF7	11	8
PI000C9T88:PIGC28QRB0	5	6
PI000C9T88:PIGD9GAN81	2	0
PI000C9T88:PIGF7BTGJ6	2	0
PI000C9T88:PIGHB2E750	15	9
PI000C9T88:PIGJ6Q4KD2	20	9
PI000C9T88:PIGM2PFBK2	2	0
PI000C9T88:PIGP4JV7W3	5	6
PI000C9T88:PIGR5W0X48	2	0
PI000C9T88:PIGVX67UQ7	5	6
PI000C9T88:PIH0H8RGR7	6	7
PI000C9T88:PIH2BVKA31	4	6
PI000C9T88:PIH2QCVTT8	4	6
PI000C9T88:PIH6NQB7W0	2	0
PI000C9T88:PIH72EGAJ7	4	6
PI000C9T88:PIH84VH7X2	11	8
PI000C9T88:PIHFEP2NT9	2	0
PI000C9T88:PIHK2BJD16	4	6
PI000C9T88:PIHKQA6PQ6	3	4
PI000C9T88:PIHKWAUQ98	24	9
PI000C9T88:PIHNT9G247	4	6
PI000C9T88:PIHNXPVQR6	2	0
PI000C9T88:PIHNXW8KV5	3	4
PI000C9T88:PIHVK25DR0	2	0
PI000C9T88:PIHWT936F7	13	9
PI000C9T88:PIJ333QU41	2	0
PI000C9T88:PIJ46PVQH6	3	4
PI000C9T88:PIJ9UC99G0	3	4
PI000C9T88:PIJA7KPGD1	2	0
PI000C9T88:PIJAB4W7F2	4	6
PI000C9T88:PIJBKH2CG1	5	6
PI000C9T88:PIJCPBARK6	2	0
PI000C9T88:PIJEHWJA10	4	6
PI000C9T88:PIJJGPR162	2	0
PI000C9T88:PIJJJCJRV4	2	0
PI000C9T88:PIJK1EG229	3	4
PI000C9T88:PIJN2DVRX8	3	4
PI000C9T88:PIJNBUN9T2	53	9
PI000C9T88:PIJXDRH0U0	7	8
PI000C9T88:PIK0GUBE63	3	4
PI000C9T88:PIK7CWT3H8	12	9
PI000C9T88:PIKAW98X52	24	9
PI000C9T88:PIKBC25VB4	9	8
PI000C9T88:PIKCFDFFR4	41	9
PI000C9T88:PIKGW8C9H8	4	6
PI000C9T88:PIKJ9T5496	6	7
PI000C9T88:PIKQAPF663	2	0
PI000C9T88:PIKQKUTDW1	15	9
PI000C9T88:PIM5W80CK5	24	9
PI000C9T88:PIMH6NVPR3	2	0
PI000C9T88:PIMK437NB7	2	0
PI000C9T88:PIMKQPXTH6	2	0
PI000C9T88:PIMP1VNA72	6	7
PI000C9T88:PIMQNFAE13	2	0
PI000C9T88:PIMW7XX6R8	42	9
