IDENTIFIER	NPI.x	HMS_POID.x	COUNT.x	NPI.y	HMS_POID.y	COUNT.y
1283420001	1023296035	POCDB911	65979	1497731533	POCDB911	65979
1283420001	1497731533	POCDB911	65979	1023296035	POCDB911	65979
1284900001	1255367421	POM36WX1	1461	1447318209	POM36WX1	1461
1284900001	1447318209	POM36WX1	1461	1255367421	POM36WX1	1461
1287430001	1013946219	PO8J9T11	-127388	1659456457	PO7DM2K8	-127388
1287430001	1659456457	PO7DM2K8	-127388	1013946219	PO8J9T11	-127388
1290070001	1811104011	POK91V70	1	1205806643	POXEMDG5	1
1290070001	1205806643	POXEMDG5	1	1811104011	POK91V70	1
1290460001	1699960435	PO63DX75	27	1104889534	PO1QQQ16	27
1290460001	1699960435	PO63DX75	27	1134378938	POK904M7	27
1290460001	1104889534	PO1QQQ16	27	1699960435	PO63DX75	27
1290460001	1104889534	PO1QQQ16	27	1134378938	POK904M7	27
1290460001	1134378938	POK904M7	27	1699960435	PO63DX75	27
1290460001	1134378938	POK904M7	27	1104889534	PO1QQQ16	27
1291650001	1154753259	POH95HC3	34464	1093761611	PO0N2D53	34464
1291650001	1093761611	PO0N2D53	34464	1154753259	POH95HC3	34464
1292060001	1366514879	PO0JMWR2	2	1124194964	POT3R0A8	2
1292060001	1124194964	POT3R0A8	2	1366514879	PO0JMWR2	2
1293500001	1003801861	POMC0N03	2687	1487709762	POXQM3T3	2687
1293500001	1487709762	POXQM3T3	2687	1003801861	POMC0N03	2687
1294140001	1144670514	PO09NDJ3	89891	1184708836	POAU2WX8	89891
1294140001	1144670514	PO09NDJ3	89891	1184708836	POAU2WX8	89891
1294140001	1144670514	PO09NDJ3	89891	1184708836	POAU2WX8	89891
1294140001	1144670514	PO09NDJ3	89891	1184708836	POAU2WX8	89891
1294140001	1184708836	POAU2WX8	89891	1144670514	PO09NDJ3	89891
1294140001	1184708836	POAU2WX8	89891	1144670514	PO09NDJ3	89891
1295310001	1932194271	PODR2DV3	593	1962650739	POC84629	593
1295310001	1932194271	PODR2DV3	593	1659557734	POPUQT11	593
1295310001	1962650739	POC84629	593	1932194271	PODR2DV3	593
1295310001	1962650739	POC84629	593	1659557734	POPUQT11	593
1295310001	1659557734	POPUQT11	593	1962650739	POC84629	593
1295310001	1659557734	POPUQT11	593	1932194271	PODR2DV3	593
1295980001	1962781120	POHMCTH4	4	1447276506	POHMCTH4	4
1295980001	1447276506	POHMCTH4	4	1962781120	POHMCTH4	4
1296490001	1295079978	PO4AMKF1	7354	1770681983	POXFFF81	7354
1296490001	1770681983	POXFFF81	7354	1295079978	PO4AMKF1	7354
1297880001	1306803861	POQ9CNB3	18229	1003945262	POQ9CNB3	18229
1297880001	1306803861	POQ9CNB3	18229	1003945262	POQ9CNB3	18229
1297880001	1003945262	POQ9CNB3	18229	1306803861	POQ9CNB3	18229
1297880001	1003945262	POQ9CNB3	18229	1306803861	POQ9CNB3	18229
1298660001	1588808828	POV9TJC0	1086	1194719328	POFJKRV3	1086
1298660001	1194719328	POFJKRV3	1086	1588808828	POV9TJC0	1086
1299730001	1811908304	POU3MBR1	218	1194184374	POQCNEB4	218
1299730001	1811908304	POU3MBR1	218	1750380556	POQCNEB4	218
1299730001	1194184374	POQCNEB4	218	1811908304	POU3MBR1	218
1299730001	1194184374	POQCNEB4	218	1750380556	POQCNEB4	218
1299730001	1750380556	POQCNEB4	218	1194184374	POQCNEB4	218
1299730001	1750380556	POQCNEB4	218	1811908304	POU3MBR1	218
1299990001	1104850726	POUTQE59	28	1780871640	POUTQE59	28
1299990001	1780871640	POUTQE59	28	1104850726	POUTQE59	28
1301610001	1477689370	PO2C3BR7	284	1811022049	PO2C3BR7	284
1301610001	1811022049	PO2C3BR7	284	1477689370	PO2C3BR7	284
1301870001	1194909945	POUAQU46	52	1952586760	PO3RK4H1	52
1301870001	1952586760	PO3RK4H1	52	1194909945	POUAQU46	52
1302720002	1043240922	POAWJ279	9	1811256126	POH8EHW3	9
1302720002	1811256126	POH8EHW3	9	1043240922	POAWJ279	9
1302720003	1043240922	POAWJ279	0	1851652374	PODHNAU2	0
1302720003	1851652374	PODHNAU2	0	1043240922	POAWJ279	0
1302720004	1043240922	POAWJ279	2	1033451620	POQF3WC3	2
1302720004	1033451620	POQF3WC3	2	1043240922	POAWJ279	2
1303050001	1790798999	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1790798999	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1518970714	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1134132335	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1598778797	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1316950512	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1225041429	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1609889807	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1225041429	POKXHAK8	203
1303050001	1750494670	POKXHAK8	203	1407869605	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1609889807	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1316950512	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1134132335	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1518970714	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1750494670	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1790798999	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1598778797	POKXHAK8	203
1303050001	1407869605	POKXHAK8	203	1225041429	POKXHAK8	203
1303510001	1477670016	POETDHF2	156	1861437402	POETDHF2	156
1303510001	1861437402	POETDHF2	156	1477670016	POETDHF2	156
1307150001	1992152268	POCBNFH9	-103187	1871553875	PO6XPQM5	-103187
1307150001	1992152268	POCBNFH9	-103187	1871553875	PO6XPQM5	-103187
1307150001	1871553875	PO6XPQM5	-103187	1992152268	POCBNFH9	-103187
1307150001	1871553875	PO6XPQM5	-103187	1992152268	POCBNFH9	-103187
1307940003	1356405161	POW1KRG9	18	1962591875	POW1KRG9	18
1307940003	1356405161	POW1KRG9	18	1104842178	POW1KRG9	18
1307940003	1962591875	POW1KRG9	18	1356405161	POW1KRG9	18
1307940003	1962591875	POW1KRG9	18	1104842178	POW1KRG9	18
1307940003	1104842178	POW1KRG9	18	1962591875	POW1KRG9	18
1307940003	1104842178	POW1KRG9	18	1356405161	POW1KRG9	18
1307940005	1104842178	POW1KRG9	1	1750487625	PO9NXTF6	1
1307940005	1104842178	POW1KRG9	1	1245375377	PO9NXTF6	1
1307940005	1245375377	PO9NXTF6	1	1750487625	PO9NXTF6	1
1307940005	1245375377	PO9NXTF6	1	1104842178	POW1KRG9	1
1307940005	1750487625	PO9NXTF6	1	1245375377	PO9NXTF6	1
1307940005	1750487625	PO9NXTF6	1	1104842178	POW1KRG9	1
1308030001	1366492811	PO0QCX15	-3	1487651725	PO0QCX15	-3
1308030001	1487651725	PO0QCX15	-3	1366492811	PO0QCX15	-3
1308080002	1427006410	PO96EFU5	133519	1720112535	PO96EFU5	133519
1308080002	1720112535	PO96EFU5	133519	1427006410	PO96EFU5	133519
1308890001	1639157381	POX9DE79	10	1336127158	POX9DE79	10
1308890001	1336127158	POX9DE79	10	1639157381	POX9DE79	10
1309120001	1205137254	POF0GJU1	2	1326146135	POF0GJU1	2
1309120001	1326146135	POF0GJU1	2	1205137254	POF0GJU1	2
1310550001	1801808837	POH6JX59	18121	1952317687	PO885AJ6	18121
1310550001	1801808837	POH6JX59	18121	1730198110	POQNQ183	18121
1310550001	1801808837	POH6JX59	18121	1609879808	POATX474	18121
1310550001	1952317687	PO885AJ6	18121	1801808837	POH6JX59	18121
1310550001	1952317687	PO885AJ6	18121	1730198110	POQNQ183	18121
1310550001	1952317687	PO885AJ6	18121	1609879808	POATX474	18121
1310550001	1730198110	POQNQ183	18121	1952317687	PO885AJ6	18121
1310550001	1730198110	POQNQ183	18121	1801808837	POH6JX59	18121
1310550001	1730198110	POQNQ183	18121	1609879808	POATX474	18121
1310550001	1609879808	POATX474	18121	1952317687	PO885AJ6	18121
1310550001	1609879808	POATX474	18121	1801808837	POH6JX59	18121
1310550001	1609879808	POATX474	18121	1730198110	POQNQ183	18121
1311780001	1295880573	PO3E59W5	4939	1205932548	PO14NQW0	4939
1311780001	1295880573	PO3E59W5	4939	1366537490	PO44E6U0	4939
1311780001	1366537490	PO44E6U0	4939	1205932548	PO14NQW0	4939
1311780001	1366537490	PO44E6U0	4939	1295880573	PO3E59W5	4939
1311780001	1205932548	PO14NQW0	4939	1366537490	PO44E6U0	4939
1311780001	1205932548	PO14NQW0	4939	1295880573	PO3E59W5	4939
1314130001	1689825986	PON1UPM9	117	1205915485	PO5DE3B0	117
1314130001	1205915485	PO5DE3B0	117	1689825986	PON1UPM9	117
1314370001	1275598807	PO0V1616	1339	NA	NA	NA
1314880001	1346390655	POH83FT5	81	1629024286	POBQ5P32	81
1314880001	1629024286	POBQ5P32	81	1346390655	POH83FT5	81
1315150001	1518952449	PO1MD5W9	518095	1093025033	POXCACW3	518095
1315150001	1093025033	POXCACW3	518095	1518952449	PO1MD5W9	518095
1316960001	1649313768	POMD4XU3	215	1316018583	POA97828	215
1316960001	1316018583	POA97828	215	1649313768	POMD4XU3	215
1317450001	1003809344	PO6WVB00	-1	1750335550	PO6WVB00	-1
1317450001	1750335550	PO6WVB00	-1	1003809344	PO6WVB00	-1
1318460001	1629076062	PODK65N4	1864	1821096199	PODK65N4	1864
1318460001	1821096199	PODK65N4	1864	1629076062	PODK65N4	1864
1318880001	1811976814	PO922JU5	1517	1740310234	POPWUQN5	1517
1318880001	1740310234	POPWUQN5	1517	1811976814	PO922JU5	1517
1319530001	1457417727	POKDU5X2	160	NA	NA	NA
1319690001	1477539856	POWWGB26	277	1174977425	PO3G88H5	277
1319690001	1174977425	PO3G88H5	277	1477539856	POWWGB26	277
1320380002	1174669295	POKU6E03	5413	1336135151	POXK97K5	5413
1320380002	1336135151	POXK97K5	5413	1174669295	POKU6E03	5413
1321760001	1639165848	POJV7NH1	5357	1891789574	POJV7NH1	5357
1321760001	1891789574	POJV7NH1	5357	1639165848	POJV7NH1	5357
1322180003	1730122524	PO76PMN7	507	1841234135	POCN5F72	507
1322180003	1841234135	POCN5F72	507	1730122524	PO76PMN7	507
1322450001	1366555013	POM4GUE0	1711	1871674614	POM4GUE0	1711
1322450001	1871674614	POM4GUE0	1711	1366555013	POM4GUE0	1711
1323210002	1275530461	PO9RERQ0	865	1194784702	POGE1MG8	865
1323510001	1598751489	PORT4KJ5	905	1104092816	PORT4KJ5	905
1323510001	1104092816	PORT4KJ5	905	1598751489	PORT4KJ5	905
1323870001	1710158332	PO7GUB60	-400	1588693428	POFPVBE1	-400
1323870001	1588693428	POFPVBE1	-400	1710158332	PO7GUB60	-400
1326440001	1386679207	POU030K7	-13	1447208293	POKFPWA0	-13
1326440001	1447208293	POKFPWA0	-13	1386679207	POU030K7	-13
1350400002	1265445464	POR56VX4	26	1669590147	PO8V9XX4	26
1350400002	1669590147	PO8V9XX4	26	1265445464	POR56VX4	26
1980470001	1194735373	POM42HP1	1622	1780667824	POA8JGK9	1622
1980470001	1780667824	POA8JGK9	1622	1194735373	POM42HP1	1622
2020810001	1477615912	PO9UQN90	521	NA	NA	NA
2517000001	1235139148	PO8PG936	10996	1376627224	POJTFB54	10996
2517000001	1376627224	POJTFB54	10996	1235139148	PO8PG936	10996
2517000002	1184649659	POVK1BA5	3913	1073513800	PO2GWP19	3913
2517000002	1073513800	PO2GWP19	3913	1184649659	POVK1BA5	3913
2706210001	1164612040	PO6NXV45	34860	1609066588	PO6NXV45	34860
2706210001	1609066588	PO6NXV45	34860	1164612040	PO6NXV45	34860
2706210002	1811197197	PONF5A00	40436	1881884765	PO0WUAM5	40436
2706210002	1881884765	PO0WUAM5	40436	1811197197	PONF5A00	40436
3820750001	1619033982	PO1EQWA7	2050	1548487770	PO1EQWA7	2050
3820750001	1548487770	PO1EQWA7	2050	1619033982	PO1EQWA7	2050
3851290001	1841279155	PO0RHTR8	-29622	1356559611	POKV9CQ3	-29622
3851290001	1841279155	PO0RHTR8	-29622	1366650624	PON4AB23	-29622
3851290001	1841279155	PO0RHTR8	-29622	1033199666	POJ8KH84	-29622
3851290001	1033199666	POJ8KH84	-29622	1841279155	PO0RHTR8	-29622
3851290001	1033199666	POJ8KH84	-29622	1841279155	PO0RHTR8	-29622
3851290001	1033199666	POJ8KH84	-29622	1356559611	POKV9CQ3	-29622
3851290001	1033199666	POJ8KH84	-29622	1366650624	PON4AB23	-29622
3851290001	1366650624	PON4AB23	-29622	1841279155	PO0RHTR8	-29622
3851290001	1366650624	PON4AB23	-29622	1841279155	PO0RHTR8	-29622
3851290001	1366650624	PON4AB23	-29622	1356559611	POKV9CQ3	-29622
3851290001	1366650624	PON4AB23	-29622	1033199666	POJ8KH84	-29622
3851290001	1841279155	PO0RHTR8	-29622	1356559611	POKV9CQ3	-29622
3851290001	1841279155	PO0RHTR8	-29622	1366650624	PON4AB23	-29622
3851290001	1841279155	PO0RHTR8	-29622	1033199666	POJ8KH84	-29622
3851290001	1356559611	POKV9CQ3	-29622	1841279155	PO0RHTR8	-29622
3851290001	1356559611	POKV9CQ3	-29622	1841279155	PO0RHTR8	-29622
3851290001	1356559611	POKV9CQ3	-29622	1366650624	PON4AB23	-29622
3851290001	1356559611	POKV9CQ3	-29622	1033199666	POJ8KH84	-29622
3857930001	1538118963	POUK49B8	-55	1679518047	POUK49B8	-55
3857930001	1679518047	POUK49B8	-55	1538118963	POUK49B8	-55
3860300001	1104964238	POH8JX57	4823	1447218516	POH8JX57	4823
3860300001	1447218516	POH8JX57	4823	1104964238	POH8JX57	4823
3881140002	1235329228	POCN1F48	657497	1992897656	POCN1F48	657497
3881140002	1992897656	POCN1F48	657497	1235329228	POCN1F48	657497
3881140006	1386736080	POXHNQU3	-2556	1720427271	POMCGT91	-2556
3881140006	1720427271	POMCGT91	-2556	1386736080	POXHNQU3	-2556
3895930001	1902352875	POBEJN28	49	1861949372	POFFNDB5	49
3895930001	1902352875	POBEJN28	49	1588615587	PO88KNW4	49
3895930001	1861949372	POFFNDB5	49	1902352875	POBEJN28	49
3895930001	1861949372	POFFNDB5	49	1588615587	PO88KNW4	49
3895930001	1588615587	PO88KNW4	49	1861949372	POFFNDB5	49
3895930001	1588615587	PO88KNW4	49	1902352875	POBEJN28	49
3901710001	1508878992	PO62Q225	3760	1093855058	PO62Q225	3760
3901710001	1093855058	PO62Q225	3760	1508878992	PO62Q225	3760
3908030001	1023134004	PO1EB8A9	443	NA	NA	NA
3913200001	1124132147	POVW4F76	1197	1285809715	POVW4F76	1197
3913200001	1285809715	POVW4F76	1197	1124132147	POVW4F76	1197
3922430001	1528035300	PORH2P89	60	1124276373	POHMEXR3	60
3922430001	1124276373	POHMEXR3	60	1528035300	PORH2P89	60
3923100001	1013391846	POPXJU73	4786	1629054499	POPXJU73	4786
3923100001	1629054499	POPXJU73	4786	1013391846	POPXJU73	4786
3946230001	1699850289	POCFHPW6	-91	1841247079	POCFHPW6	-91
3946230001	1841247079	POCFHPW6	-91	1699850289	POCFHPW6	-91
3946230002	1841247079	POCFHPW6	-59	1437210945	POR6NGE8	-59
3946230002	1437210945	POR6NGE8	-59	1841247079	POCFHPW6	-59
3948830001	1366822512	PO8MN6N0	8707	1215007398	POE4M5W2	8707
3948830001	1366822512	PO8MN6N0	8707	1548226343	POE4M5W2	8707
3948830001	1215007398	POE4M5W2	8707	1548226343	POE4M5W2	8707
3948830001	1215007398	POE4M5W2	8707	1366822512	PO8MN6N0	8707
3948830001	1548226343	POE4M5W2	8707	1215007398	POE4M5W2	8707
3948830001	1548226343	POE4M5W2	8707	1366822512	PO8MN6N0	8707
3948970001	1679806905	POP8BR55	6332	1508885617	POV6EHT1	6332
3948970001	1508885617	POV6EHT1	6332	1679806905	POP8BR55	6332
3949540002	1699817460	POJFAFJ6	13	1578944047	POMHPKD8	13
3949540002	1578944047	POMHPKD8	13	1699817460	POJFAFJ6	13
3952040001	1649387424	POCGMEU6	-22	1922304682	PODQJEM3	-22
3952040001	1649387424	POCGMEU6	-22	1659677318	POA0XV56	-22
3952040001	1659677318	POA0XV56	-22	1649387424	POCGMEU6	-22
3952040001	1659677318	POA0XV56	-22	1922304682	PODQJEM3	-22
3952040001	1922304682	PODQJEM3	-22	1649387424	POCGMEU6	-22
3952040001	1922304682	PODQJEM3	-22	1659677318	POA0XV56	-22
3955980001	1144362765	PO9K0H48	1766	1417912924	POC0M383	1766
3955980001	1144362765	PO9K0H48	1766	1275675803	POUMDWC2	1766
3955980001	1417912924	POC0M383	1766	1275675803	POUMDWC2	1766
3955980001	1417912924	POC0M383	1766	1144362765	PO9K0H48	1766
3955980001	1275675803	POUMDWC2	1766	1417912924	POC0M383	1766
3955980001	1275675803	POUMDWC2	1766	1144362765	PO9K0H48	1766
3956610001	1649447632	PO01EXV8	32	1679740401	POTD2C05	32
3956610001	1679740401	POTD2C05	32	1649447632	PO01EXV8	32
3967980001	1235388349	PO831UR8	120	1801968698	PO831UR8	120
3967980001	1801968698	PO831UR8	120	1235388349	PO831UR8	120
3980050001	1215082854	PORTX479	1	1558416149	POF22MP4	1
3980050001	1558416149	POF22MP4	1	1215082854	PORTX479	1
3982930001	1467876144	POBBT9F4	700	1841358298	POH1PK69	700
3982930001	1841358298	POH1PK69	700	1467876144	POBBT9F4	700
3986380001	1336222801	PO1BD5U1	70	1356628937	POD4K1H1	70
3986380001	1356628937	POD4K1H1	70	1336222801	PO1BD5U1	70
3987660001	1891728697	POGUAB74	106061	1942586805	POJ297J2	106061
3987660001	1942586805	POJ297J2	106061	1891728697	POGUAB74	106061
3987820001	1508232059	POAR5882	165	1770675266	POGPMNC0	165
3987820001	1770675266	POGPMNC0	165	1508232059	POAR5882	165
3997570002	1255388146	POAPN7K6	241	1861572794	PO9B38Q9	241
3997570002	1861572794	PO9B38Q9	241	1255388146	POAPN7K6	241
4005830002	1043364003	POPFB1X0	610	1720081581	PO2C2HA1	610
4005830002	1720081581	PO2C2HA1	610	1043364003	POPFB1X0	610
4013980001	1447641410	PORC67R8	633	1154352391	POUFCCP6	633
4013980001	1154352391	POUFCCP6	633	1447641410	PORC67R8	633
4013980002	1629101621	PO0EXHG5	227	1447641410	PORC67R8	227
4013980002	1447641410	PORC67R8	227	1629101621	PO0EXHG5	227
4017660001	1073656849	POW4J6K2	372	1518973726	POK0VM73	372
4017660001	1518973726	POK0VM73	372	1073656849	POW4J6K2	372
4026830001	1255512786	POVUH5U1	3470	1295831089	POQNKU08	3470
4036910002	1912218504	POHQ4F16	5	1740333061	POF1K590	5
4036910002	1740333061	POF1K590	5	1912218504	POHQ4F16	5
4068820001	1154785376	PO66V000	1796	1932213311	PO66V000	1796
4068820001	1932213311	PO66V000	1796	1154785376	PO66V000	1796
4081490002	1447324173	POV7WCE5	523	1669641023	POA33WK3	523
4081490002	1669641023	POA33WK3	523	1447324173	POV7WCE5	523
4097670002	1992835318	POVVWT41	294	1013059732	POUMPK99	294
4097670002	1013059732	POUMPK99	294	1992835318	POVVWT41	294
4097670003	1992835318	POVVWT41	324	1013059732	POUMPK99	324
4097670003	1013059732	POUMPK99	324	1992835318	POVVWT41	324
4098880001	1750582383	POD9CGB6	7737	1114987344	POKGQ625	7737
4098880001	1750582383	POD9CGB6	7737	1366795916	PO3PNTM3	7737
4098880001	1750582383	POD9CGB6	7737	1538590500	PO9XF5U7	7737
4098880001	1750582383	POD9CGB6	7737	1932452562	POKGQ625	7737
4098880001	1750582383	POD9CGB6	7737	1669673299	PODB3PU0	7737
4098880001	1750582383	POD9CGB6	7737	1023219656	POPG7P67	7737
4098880001	1750582383	POD9CGB6	7737	1578764106	PO3QJPU6	7737
4098880001	1669673299	PODB3PU0	7737	1114987344	POKGQ625	7737
4098880001	1669673299	PODB3PU0	7737	1366795916	PO3PNTM3	7737
4098880001	1669673299	PODB3PU0	7737	1538590500	PO9XF5U7	7737
4098880001	1669673299	PODB3PU0	7737	1932452562	POKGQ625	7737
4098880001	1669673299	PODB3PU0	7737	1023219656	POPG7P67	7737
4098880001	1669673299	PODB3PU0	7737	1750582383	POD9CGB6	7737
4098880001	1669673299	PODB3PU0	7737	1578764106	PO3QJPU6	7737
4098880001	1114987344	POKGQ625	7737	1366795916	PO3PNTM3	7737
4098880001	1114987344	POKGQ625	7737	1538590500	PO9XF5U7	7737
4098880001	1114987344	POKGQ625	7737	1932452562	POKGQ625	7737
4098880001	1114987344	POKGQ625	7737	1669673299	PODB3PU0	7737
4098880001	1114987344	POKGQ625	7737	1023219656	POPG7P67	7737
4098880001	1114987344	POKGQ625	7737	1750582383	POD9CGB6	7737
4098880001	1114987344	POKGQ625	7737	1578764106	PO3QJPU6	7737
4098880001	1023219656	POPG7P67	7737	1114987344	POKGQ625	7737
4098880001	1023219656	POPG7P67	7737	1366795916	PO3PNTM3	7737
4098880001	1023219656	POPG7P67	7737	1538590500	PO9XF5U7	7737
4098880001	1023219656	POPG7P67	7737	1932452562	POKGQ625	7737
4098880001	1023219656	POPG7P67	7737	1669673299	PODB3PU0	7737
4098880001	1023219656	POPG7P67	7737	1750582383	POD9CGB6	7737
4098880001	1023219656	POPG7P67	7737	1578764106	PO3QJPU6	7737
4098880001	1578764106	PO3QJPU6	7737	1114987344	POKGQ625	7737
4098880001	1578764106	PO3QJPU6	7737	1366795916	PO3PNTM3	7737
4098880001	1578764106	PO3QJPU6	7737	1538590500	PO9XF5U7	7737
4098880001	1578764106	PO3QJPU6	7737	1932452562	POKGQ625	7737
4098880001	1578764106	PO3QJPU6	7737	1669673299	PODB3PU0	7737
4098880001	1578764106	PO3QJPU6	7737	1023219656	POPG7P67	7737
4098880001	1578764106	PO3QJPU6	7737	1750582383	POD9CGB6	7737
4098880001	1538590500	PO9XF5U7	7737	1114987344	POKGQ625	7737
4098880001	1538590500	PO9XF5U7	7737	1366795916	PO3PNTM3	7737
4098880001	1538590500	PO9XF5U7	7737	1932452562	POKGQ625	7737
4098880001	1538590500	PO9XF5U7	7737	1669673299	PODB3PU0	7737
4098880001	1538590500	PO9XF5U7	7737	1023219656	POPG7P67	7737
4098880001	1538590500	PO9XF5U7	7737	1750582383	POD9CGB6	7737
4098880001	1538590500	PO9XF5U7	7737	1578764106	PO3QJPU6	7737
4098880001	1932452562	POKGQ625	7737	1114987344	POKGQ625	7737
4098880001	1932452562	POKGQ625	7737	1366795916	PO3PNTM3	7737
4098880001	1932452562	POKGQ625	7737	1538590500	PO9XF5U7	7737
4098880001	1932452562	POKGQ625	7737	1669673299	PODB3PU0	7737
4098880001	1932452562	POKGQ625	7737	1023219656	POPG7P67	7737
4098880001	1932452562	POKGQ625	7737	1750582383	POD9CGB6	7737
4098880001	1932452562	POKGQ625	7737	1578764106	PO3QJPU6	7737
4098880001	1366795916	PO3PNTM3	7737	1114987344	POKGQ625	7737
4098880001	1366795916	PO3PNTM3	7737	1538590500	PO9XF5U7	7737
4098880001	1366795916	PO3PNTM3	7737	1932452562	POKGQ625	7737
4098880001	1366795916	PO3PNTM3	7737	1669673299	PODB3PU0	7737
4098880001	1366795916	PO3PNTM3	7737	1023219656	POPG7P67	7737
4098880001	1366795916	PO3PNTM3	7737	1750582383	POD9CGB6	7737
4098880001	1366795916	PO3PNTM3	7737	1578764106	PO3QJPU6	7737
4108460001	1023343282	POTECQW1	53	NA	NA	NA
4109010001	1235275389	POHBXMW7	9044	1972941722	PO3MHA71	9044
4109170001	1538383260	POE3QA53	135	1902943327	POFJKWR7	135
4109170001	1902943327	POFJKWR7	135	1538383260	POE3QA53	135
4111020001	1548545395	POT749X7	33	1467511162	PO0FQ2G4	33
4111020001	1467511162	PO0FQ2G4	33	1548545395	POT749X7	33
4114100001	1518152503	PO006ND9	20	1457510984	PO006ND9	20
4114100001	1457510984	PO006ND9	20	1518152503	PO006ND9	20
4120180001	1730366790	POTBBAP2	388	1134153075	POXFA9K6	388
