IDENTIFIER	NPI.x	HMS_POID.x	COUNT.x	NPI.y	HMS_POID.y	COUNT.y
1140390002	1356603633	POBRRM20	-109	1528247301	POHUBB48	-109
1140390002	1356603633	POBRRM20	-109	1508136763	POHUBB48	-109
1140390002	1356603633	POBRRM20	-109	1407118789	POJ5JVN0	-109
1140390002	1356603633	POBRRM20	-109	1912264102	POVQQE52	-109
1140390002	1356603633	POBRRM20	-109	1174892251	PO6A3HG0	-109
1140390002	1508136763	POHUBB48	-109	1528247301	POHUBB48	-109
1140390002	1508136763	POHUBB48	-109	1407118789	POJ5JVN0	-109
1140390002	1508136763	POHUBB48	-109	1912264102	POVQQE52	-109
1140390002	1508136763	POHUBB48	-109	1174892251	PO6A3HG0	-109
1140390002	1508136763	POHUBB48	-109	1356603633	POBRRM20	-109
1140390002	1912264102	POVQQE52	-109	1528247301	POHUBB48	-109
1140390002	1912264102	POVQQE52	-109	1508136763	POHUBB48	-109
1140390002	1912264102	POVQQE52	-109	1407118789	POJ5JVN0	-109
1140390002	1912264102	POVQQE52	-109	1174892251	PO6A3HG0	-109
1140390002	1912264102	POVQQE52	-109	1356603633	POBRRM20	-109
1140390002	1528247301	POHUBB48	-109	1508136763	POHUBB48	-109
1140390002	1528247301	POHUBB48	-109	1407118789	POJ5JVN0	-109
