x
=========	354
PENDING	193
W932	72
5356650003	67
5356650007	60
W809B	60
5356650008	59
5356650009	59
W809A	59
5356650001	58
5356650004	58
5356650005	58
5356650010	58
W809F	58
GRP2149	42
074494	35
4109640001	35
M11527	28
0000000000	27
042490	27
M10198	27
M11526	27
M11528	27
M11529	27
M11530	27
M13864	27
P12420	27
00061S	26
M11531	26
M12735	26
PT0128	26
C02166	25
W13774	25
3408651	24
FLU0276	24
Z102026	24
597586	23
779918	23
0807840001	22
945330	22
ZZZ82027Z	22
029490	20
=========A	20
0773550014	19
140230	19
5974430002	19
607 850	19
9911441	19
0N84060	18
413610	18
827125	18
9121131	18
076536	17
3727276	17
GRP595	17
W5037A	17
0208980001	16
021504	16
5286	16
CD8126	16
M15227	16
WDBYW	16
00L126	15
3689293	15
3729687	15
8688	15
CA1523	15
CC8801	15
RE5600	15
ZZZ89455Z	15
0440980002	14
0H16103	14
=========1	14
207602	14
2315380	14
30345	14
341569	14
3920247	14
433440	14
582630	14
701378	14
C30640	14
I0623	14
PENDING PROVIDER #	14
0360070001	13
038816	13
106898	13
234200	13
2371784	13
3337	13
4360910001	13
540055	13
GRP2255	13
ZWCFGL	13
ZZZ41792Z	13
095307	12
1251390001	12
146594	12
2335621	12
336504	12
C02820	12
VT6166	12
01312	11
0316830001	11
038257N44	11
0779500001	11
096315	11
0Q26033	11
1155600001	11
4538530001	11
56563A	11
617270	11
CF1203	11
GRP1960	11
HSZ170	11
HSZ200	11
PROCESS	11
W21026	11
W7168	11
ZZZ20702Z	11
00552	10
00T31Z	10
0322	10
0471180001	10
072790	10
0746360001	10
0M35150	10
0P22320	10
0Q26384	10
1283570001	10
156603	10
4324030001	10
846065	10
875375	10
APPLYING	10
C01687	10
C01828	10
C02783	10
CB9202	10
FLU0267	10
GRP2045	10
I067	10
OH27866	10
PL535213	10
ZZZP4313Z	10
0300500001	9
0310180001	9
0316700001	9
0476460001	9
0565900002	9
10-1513	9
1303050001	9
223008	9
2338572	9
2370905	9
24189	9
27739	9
322860	9
341537	9
3697393	9
3913305	9
621140	9
71005	9
828732	9
9148242	9
C01253	9
C20662	9
P5570	9
RE6661	9
TEZ042	9
00U40Q	8
0225250001	8
0254690001	8
026196	8
034134	8
0414	8
067434	8
074479	8
075361	8
0A66000	8
0N91620	8
103562	8
144010	8
205953	8
208821	8
226200	8
2345163	8
2449498	8
2801155A	8
330263	8
4098880001	8
427084	8
4974780001	8
5061590001	8
5232980001	8
5232980002	8
5232980003	8
526788	8
6205	8
66692	8
686576	8
688070	8
805019	8
831100	8
9305291	8
9316862	8
97908	8
C00447	8
C02349	8
C026	8
C03714	8
CH3115	8
GRP 1502	8
GRP3306	8
HSZ202	8
K4194	8
NO131732	8
W15946C	8
W21043	8
WBBGR	8
000353300	7
00438N	7
00J062	7
00L52L	7
042568	7
0498280005	7
0533210001	7
0708860001	7
077369	7
0908540001	7
09882950	7
0C36051	7
0H17613	7
126660	7
182180	7
220111	7
220126	7
2344926	7
2345163A	7
313780	7
32971A	7
356255	7
370172	7
390145	7
396621	7
440173	7
466502	7
4920680001	7
5419170001	7
55376A	7
5639280001	7
574513	7
5767140001	7
57876	7
6221370001	7
629990	7
639810	7
668120	7
70070A	7
70090	7
72577	7
732740	7
754210	7
831000	7
86761	7
C00420	7
C03349	7
C07896	7
CA0121	7
E625	7
FLU0090	7
G696	7
H325	7
H796	7
HSZ172	7
I973	7
J098	7
K2011	7
MM4451	7
OM21980	7
R197	7
WCHHD	7
WE4186A	7
Z24689	7
=========0	6
=========001	6
00309V	6
005296	6
00639	6
00812	6
0082212	6
00877	6
009211L5T	6
014582	6
0254450001	6
0269480001	6
0320300001	6
033001	6
0398970001	6
0406260001	6
0453300001	6
0454330001	6
0495210001	6
058940	6
065273 Q83	6
0694150001	6
0727500001	6
07466	6
0757500001	6
0809120001	6
087766	6
0994340001	6
0D76010	6
0M77560	6
0N18750	6
1009420001	6
1059480001	6
1140390002	6
1177520001	6
1186230001	6
121803	6
147039	6
151060	6
165L	6
1902952542	6
1910991	6
21658	6
21798	6
230203	6
231327	6
2344344	6
240106	6
24572	6
267580	6
29289	6
3651285	6
3711622	6
377647	6
400015	6
400105	6
404005	6
4175040001	6
450015	6
45280	6
471506	6
4721210004	6
477002	6
4981850001	6
521324	6
5612930001	6
5D265	6
67025	6
738280	6
754210, 407270	6
769513	6
76BR	6
782000	6
816926	6
861816	6
AA0165	6
AB21306	6
APPLIED FOR	6
C00596	6
C00727	6
C02148	6
CC3685	6
CE8034	6
GRP2087	6
GRP2111	6
J610000	6
K1476	6
K7565	6
M20454	6
Q291310013	6
W06761	6
Z=========	6
ZZZ01125Z	6
ZZZ31885Z	6
ZZZ42951Z	6
000084462	5
00015X	5
0004	5
00308V	5
00N14N	5
00QW65	5
00R652	5
00R945	5
0187690011	5
020270	5
020433	5
0222280001	5
0224	5
0280	5
0297180001	5
0313550001	5
0316440001	5
0324220001	5
0354520001	5
0393620001	5
0401840001	5
0423250004	5
0423780001	5
0423780002	5
0423780003	5
0448430001	5
0455640003	5
0486920001	5
0504210001	5
056390QE7	5
0564080001	5
057854	5
0613670001	5
061570	5
065912	5
066589	5
0675130001	5
0750540001	5
0752040001	5
07826	5
086011FA	5
087982	5
0950300001	5
0F36434	5
0P40350	5
0Q26082	5
1000070004	5
1074310001	5
1089440001	5
1114987260	5
1120470001	5
1138530001	5
1180680002	5
1191900001	5
119694	5
1218310016	5
1235199381	5
1268600001	5
13242	5
13243	5
1326185240	5
141576	5
144028	5
147112	5
14-7407	5
149080	5
1497714240	5
150147	5
151487	5
1912181843	5
1922067610	5
205474	5
207953	5
208256	5
208747	5
208748	5
211315	5
220036	5
2341718	5
24269A	5
258610	5
2801105	5
28389	5
312014	5
315376	5
328570	5
336140	5
366640	5
374017	5
385115	5
3851290001	5
390037	5
390115B	5
390219	5
4059730001	5
410092	5
4224780001	5
4245340001	5
4303280002	5
45-0508	5
4630240001	5
4650186	5
4706020001	5
47507	5
496668	5
5083600001	5
54004	5
5518680001	5
5544020001	5
5549920001	5
5731600002	5
5C470	5
6180940001	5
6308630001	5
6308690001	5
6317380001	5
6636650001	5
676390	5
686614	5
70067A	5
701282	5
7661	5
821050	5
884458	5
91992A	5
949000	5
99017	5
99388	5
AB34788	5
=========C	5
C00164	5
C02079	5
C02142	5
C02261	5
C02488	5
C15057	5
C20021	5
C896	5
CJ0927	5
D7289	5
E4187	5
E4432	5
E5725	5
GRP1087	5
GRP7336	5
H478	5
I18344	5
J610000A	5
K1054	5
K1133	5
K1167	5
K1709	5
K2580	5
K5690	5
K7416	5
M20928	5
M37004801	5
MM9086	5
NO9913833	5
OM73660	5
Q291310004	5
QOWDP1	5
R0000ZGB	5
RE6206	5
S100716	5
T580000	5
TU071419	5
U5143A	5
ZZZ20685Z	5
ZZZ24103Z	5
0=========	4
000004665	4
000013771	4
00029864	4
00043	4
00051X	4
001255800	4
001259300	4
0030983	4
00312V	4
003480PAZ	4
004934	4
00586	4
006901	4
006919	4
006929	4
0090000A	4
009222L55	4
00AA27	4
00U79E	4
01065	4
01-1577	4
01166	4
0150240001	4
0159	4
0159290001	4
0167270001	4
0187690006	4
0197900001	4
020266	4
0209470005	4
0239580001	4
0254270002	4
0254690005	4
0270070002	4
0270180001	4
02711	4
028095	4
0281990001	4
0282410001	4
0285740001	4
0288350004	4
0292200001	4
030011	4
03-0084	4
0301750001	4
0320830001	4
0320830002	4
033741	4
0352000001	4
0382680001	4
0395400002	4
0397730018	4
0399220001	4
0407900001	4
0407900002	4
0407900003	4
0407900004	4
0407900007	4
0407900008	4
0407900011	4
0407900013	4
0407900014	4
0407900015	4
0407900016	4
0407900017	4
0407900018	4
0407900021	4
0407900022	4
0407900024	4
0407900026	4
0407900027	4
0407900028	4
0407900029	4
0407900030	4
0407900031	4
0407900032	4
0407900033	4
0407900034	4
0407900035	4
0407900036	4
0407900037	4
0407900039	4
0411250001	4
042477	4
0428850005	4
0436000001	4
0449700001	4
0455510001	4
0455640001	4
0455640006	4
0455690001	4
0461460001	4
046240	4
0472640006	4
047840	4
0479090011	4
0496210004	4
050597EM8	4
0546580001	4
0575010002	4
0575920001	4
0597300001	4
0601100001	4
0639880001	4
0649050002	4
0649680024	4
0671550001	4
0675130000	4
0675130003	4
0675130004	4
0722170001	4
0723280001	4
0744680001	4
0762370002	4
080020	4
081806	4
0827610001	4
0842700001	4
0857370001	4
087350	4
0891610001	4
0921200001	4
092511	4
092619CA	4
093611PA	4
095804EY	4
0959380001	4
096394	4
0968700001	4
097818	4
098229	4
098396	4
0992850001	4
0B56065	4
0D16140	4
0D16150	4
0D16163	4
0M12180	4
0M37070	4
0M40150	4
0N33190	4
0N81890	4
0Q26462	4
0Z46022	4
100022	4
1002700001	4
1014160001	4
102676	4
102677	4
1044320001	4
106677	4
106822	4
108471	4
1085870001	4
1093560002	4
1093560003	4
110209	4
110397	4
1104430001	4
1115100001	4
1121350001	4
1123630001	4
1148010006	4
115293	4
1153260009	4
1169950001	4
1172630001	4
1183320001	4
1191900002	4
1191900005	4
1206690001	4
1218310001	4
1244780002	4
1245500001	4
130049	4
130132	4
1301650003	4
1304080001	4
130940	4
1310550001	4
1375000	4
139N	4
1452031	4
14T276	4
15035	4
156456	4
1679509160	4
1811957962	4
1891110888	4
192044	4
19837	4
201508	4
201509	4
202948	4
209923	4
211834	4
216950	4
230298	4
2317250D	4
2323200	4
2328618A	4
235131B	4
236548	4
238584	4
242904	4
251309	4
26595	4
267567	4
2881786	4
298721	4
332306	4
34329	4
34894	4
350674	4
356254	4
356256	4
366686	4
366724	4
370180	4
3708778	4
387141	4
390133	4
390142A	4
39155	4
39516	4
402461	4
4088990001	4
4168770001	4
4207900005	4
4208030001	4
4236670001	4
426584	4
4296780001	4
4370940001	4
4384630003	4
450654	4
45450	4
4719830001	4
4892290001	4
4902530001	4
491306	4
493025	4
493030	4
493301	4
496612	4
497421	4
4983490001	4
50-1311	4
5084140001	4
511847	4
525498	4
5258990001	4
526724	4
530120	4
5384230001	4
5477970001	4
5506830001	4
5506830003	4
555244	4
5654790001	4
5677	4
5725900001	4
5731600004	4
57673	4
57821	4
590029202	4
5985000001	4
600000048	4
6060730001	4
6119470002	4
6131280001	4
6337600001	4
639970	4
6459840001	4
6569	4
668580	4
679029	4
698760	4
698763	4
7000005983	4
700031	4
70394	4
7365	4
76103	4
77240	4
77401	4
778022	4
791580195	4
823210	4
82424	4
897960	4
905524	4
9327791	4
9347561	4
941160	4
9590	4
97779	4
9925931	4
A33244	4
AA0482	4
AB13911	4
AB13912	4
AB18652	4
AB39323	4
C00042	4
C00143	4
C00157	4
C00159	4
C00251	4
C00681	4
C00688	4
C00819	4
C02052	4
C02089	4
C02394	4
C02525	4
C02938	4
C03527	4
C06993	4
CA8671	4
CB3976	4
CB8808	4
CD4772	4
CF2043	4
CN7865	4
CO3323	4
DA3964	4
DD8059	4
DE2294	4
DO6998	4
EYNH9445	4
EYNH9862	4
G000356504	4
G000356506	4
G01526	4
G8803965	4
G8803973	4
G8858038	4
GRP 4811	4
H811	4
HOSP60	4
HSZ081	4
K0803	4
K1214	4
K1483	4
K4011	4
K9772	4
M20047	4
M29001501	4
OP09490	4
P00191119	4
P02180001	4
PH0037	4
PR9361891	4
Q291310010	4
R909	4
S013	4
TG352	4
W04102	4
W06763	4
W13197	4
W15755	4
W15965	4
W16021	4
W2002	4
W3731	4
WCCBF	4
WX0691	4
Y10064	4
ZZZ01020Z	4
ZZZ14137Z	4
ZZZ27964Z	4
ZZZ74775Z	4
=========00	3
0000013298	3
000006128	3
000008423	3
000013230	3
000016160	3
000017140	3
000050097	3
000068655	3
0000WFBBC	3
0001	3
0010438	3
00304W	3
00310852	3
=========004	3
00633Z	3
006407	3
006900	3
00714Y	3
00780	3
00788	3
00840	3
0085020B	3
00882Z	3
00904V	3
00G613590	3
00H57E	3
00L95G	3
00P336	3
00T312	3
00U98E	3
=========01	3
010128	3
0124780001	3
0138000001	3
013N	3
0140090001	3
0140910083	3
0143100001	3
0145150001	3
0151970002	3
015412	3
0154160169	3
0155860011	3
016587	3
016778	3
0183810001	3
0187690002	3
0187690017	3
0190590002	3
0191090001	3
0193450004	3
0194670001	3
0195570001	3
0195900001	3
0200300001	3
0200490001	3
0202100002	3
0205570004	3
0206450001	3
0207150001	3
0207810001	3
0207930001	3
0209470003	3
020A8358	3
0210	3
0214810001	3
0216650001	3
0217190001	3
0219690001	3
0221300001	3
0221390001	3
0222120001	3
022541	3
0231760001	3
0236780001	3
0237030001	3
0238830001	3
0244470001	3
024722	3
0248210001	3
0248530001	3
0249600001	3
0252730006	3
0252740001	3
0252900001	3
0252900002	3
025353	3
0254270005	3
0254270013	3
0254270020	3
0260170001	3
0260200001	3
0260780001	3
02644	3
0267400003	3
026762	3
0274010001	3
0276330002	3
0279530001	3
0280310006	3
0282450004	3
0285850001	3
0285850002	3
0288350001	3
0288350002	3
0288350006	3
0296980002	3
030010	3
0304380001	3
0305500002	3
0305500003	3
0307210001	3
030908	3
0310930001	3
0316020003	3
0316170001	3
031687	3
0322460001	3
0324600001	3
034759	3
0354460002	3
0355840002	3
0356000006	3
0361410001	3
0365220001	3
0373650001	3
0373650002	3
0373650003	3
0374140002	3
0380760001	3
0388350001	3
0388350002	3
0394900005	3
0394900006	3
0395400001	3
0399240001	3
0399330001	3
0400120001	3
0406260002	3
0407220001	3
0407900006	3
0407900009	3
0407900047	3
0413640001	3
0413700001	3
0428850001	3
0428850003	3
0432070001	3
0434650001	3
0435520001	3
0439140004	3
044081	3
0441500001	3
0441500004	3
0442930001	3
0443950001	3
0448880033	3
0451600001	3
0461080001	3
0463790001	3
0465700001	3
0467450001	3
0469550003	3
047110	3
0472050001	3
0472580040	3
0472640003	3
0472640004	3
0472640005	3
0472640012	3
0472640015	3
047340	3
0479090006	3
047960	3
0488760001	3
049096	3
0494450001	3
0495230001	3
0495230007	3
0498280001	3
0498280006	3
0498280008	3
0498280011	3
0498280018	3
0498280047	3
0498280053	3
0500250001	3
050351	3
0503800020	3
0507540001	3
051262	3
0515420001	3
051954	3
0519900001	3
0526390001	3
0527650003	3
0531350001	3
053303	3
0533770001	3
0535350001	3
053998	3
0547960008	3
0547960010	3
0547960017	3
0547960019	3
0547960033	3
0547960035	3
0547960039	3
0547960050	3
0554650007	3
055693	3
0561370001	3
0576090001	3
0576090002	3
058218	3
058328	3
0585540001	3
0585590001	3
0587020001	3
0591260001	3
0592080001	3
059742	3
0599580001	3
0610260002	3
061517	3
0615470001	3
0626600005	3
0626600015	3
0627990001	3
0630950005	3
0632230001	3
0634000002	3
0643220001	3
0643220002	3
065658 RAP	3
0661	3
0663160002	3
0665900001	3
067517	3
0675940001	3
0676960001	3
0677340003	3
0677340005	3
0683220001	3
0696930001	3
070025	3
0705200001	3
0708630001	3
070956	3
0713200001	3
0715790001	3
0720730001	3
072422	3
0724500001	3
0730400002	3
0732330001	3
074561	3
07490	3
075324	3
0756400001	3
0764060001	3
076574	3
0767350001	3
0773110001	3
0774610001	3
077561	3
0782190001	3
0783060001	3
0792070001	3
0794640001	3
0796690001	3
0799600001	3
0801070002	3
081565 SZN	3
0815980001	3
0817810001	3
0828240001	3
0828790001	3
0830300008	3
0837250001	3
0838790001	3
0851380001	3
0852490001	3
085603	3
0859260001	3
0863510001	3
0869800003	3
0876000001	3
088409J12	3
0886830001	3
0900000A	3
090999	3
0913160001	3
091816	3
0922510006	3
0925330001	3
0927780001	3
0927780043	3
0938050008	3
0938050013	3
0940220002	3
0941450001	3
0945290001	3
0945820001	3
0951590002	3
0952950001	3
0955000001	3
0957020001	3
0957310001	3
0963220001	3
0963220002	3
096581	3
0968880004	3
0968880005	3
0969300001	3
097950	3
098679	3
0986990001	3
0992350002	3
0993120010	3
0993120017	3
0993120018	3
0A76002	3
0B26002	3
0E06260	3
0E06288	3
0E66003	3
0E68062	3
0F36058	3
0G56008	3
0M92930	3
0M94620	3
0M99460	3
0N41100	3
0N84200	3
0N95160	3
0P11250	3
0Q24542	3
0Q26429	3
0Q27000	3
100054	3
100310	3
1003490001	3
1007717290006	3
1008250001	3
1010050001	3
1014360001	3
101695	3
1016990002	3
1018060001	3
1020920006	3
1023490002	3
102355	3
1026630004	3
1026630013	3
102678	3
1027330001	3
1027460001	3
1031790001	3
1031830001	3
1032270001	3
1036190003	3
1038990001	3
1040570001	3
1043770001	3
1043770002	3
1048520001	3
1048840014	3
1048950003	3
1049680001	3
1051910004	3
1051990002	3
1053830001	3
1055000001	3
105817	3
1063190001	3
106792	3
1068680001	3
1070450001	3
1071950001	3
107232	3
1076090001	3
1078210001	3
108122	3
108186	3
1093560001	3
110008	3
110034	3
1103400017	3
1104460005	3
110749	3
110843	3
1110830001	3
111213	3
1112420001	3
1114640001	3
111569	3
111810	3
112157	3
1125230001	3
1126980001	3
1129690001	3
1138070001	3
1138530002	3
1141000005	3
1145020009	3
1145360001	3
1148010001	3
1148010002	3
1148010004	3
1156300001	3
1157190001	3
1157570001	3
1158700001	3
1160210001	3
1161460001	3
1163520003	3
1171170002	3
1173170005	3
1176440011	3
1180680003	3
1182190001	3
1183660001	3
1190450002	3
1192200003	3
1192200010	3
1192480002	3
1193050001	3
1194711341	3
1201300014	3
1208570001	3
1210450001	3
1214	3
1214020001	3
1215172192	3
1218310014	3
1218310015	3
1220920001	3
1227140001	3
