Var1	Freq
04000082837	0
04000082841	0
04000082897	0
04000082904	0
04000082915	0
04000082921	0
04000082963	0
04000082972	0
04000082980	0
04000082991	2
04000083011	0
04000083014	0
04000083017	0
04000083026	0
04000083028	0
04000083038	0
04000083053	0
04000083066	0
04000083080	0
04000083130	0
04000083134	0
04000083138	0
04000083192	0
04000083206	0
04000083234	0
04000083242	0
04000083246	0
04000083283	0
04000083294	0
04000083301	0
04000083303	2
04000083314	0
04000083331	0
04000083355	0
04000083386	0
04000083423	0
04000083440	0
04000083474	0
04000083478	0
04000083508	0
04000083515	0
04000083538	0
04000083645	0
04000083661	0
04000083663	0
04000083667	0
04000083670	2
04000083676	0
04000083677	0
04000083717	0
04000083771	0
04000083804	0
04000083822	0
04000083842	0
04000083850	0
04000083855	0
04000083868	0
04000083888	0
04000083889	0
04000083890	0
04000083903	0
04000083923	0
04000083928	0
04000083932	0
04000083940	0
04000083949	0
04000083988	0
04000084016	0
04000084027	0
04000084041	0
04000084062	0
04000084071	0
04000084086	0
04000084093	0
040000  84097	0
04000084109	0
04000084136	0
04000084148	0
04000084166	0
04000084167	0
04000084185	0
04000084225	0
04000084260	0
04000084264	0
04000084271	0
04000084273	0
04000084299	0
04000084301	0
04000084304	0
04000084311	0
04000084315	0
04000084322	0
04000084337	0
04000084340	0
04000084350	0
04000084366	0
04000084399	0
04000084403	0
04000084416	0
04000084447	0
04000084451	0
04000084462	20
04000084503	0
04000084515	0
04000084550	0
04000084552	0
04000084553	0
04000084554	0
04000084592	0
04000084685	0
04000084708	0
04000084728	0
04000084767	0
04000084817	0
04000084824	0
04000084825	0
04000084827	0
04000084884	0
04000084893	0
04000084910	0
04000084915	0
04000084921	0
04000084930	0
04000084933	0
04000084970	0
04000084987	0
04000085002	0
04000085004	0
04000085012	0
04000085014	0
04000085015	0
04000085018	0
04000085034	0
04000085036	0
04000085107	0
04000085111	0
04000085112	0
04000085115	0
04000085133	0
04000085139	0
04000085143	0
04000085155	0
04000085173	0
04000085188	0
04000085206	0
04000085260	0
04000085266	0
04000085279	0
04000085313	0
04000085338	0
04000085340	0
04000085360	0
04000085371	0
04000085374	0
04000085402	0
04000085412	0
04000085455	0
04000085477	0
04000085490	0
04000085511	0
04000085549	0
04000085574	0
04000085578	0
04000085646	0
04000085673	0
04000085717	0
04000085730	0
04000085734	0
04000085893	0
04000085916	0
04000085933	0
04000085943	0
04000085958	0
04000085962	0
04000085982	0
04000085983	0
04000085987	0
04000085996	0
04000086015	0
04000086090	0
04000086140	0
04000086150	0
04000086151	2
04000086162	0
04000086173	0
04000086390	0
04000086425	2
04000086519	0
04000086526	0
04000086568	0
04000086583	0
04000086589	0
04000086591	0
04000086596	0
04000086600	0
04000086635	0
04000086640	0
04000086652	0
04000086660	0
04000086663	0
04000086672	0
04000086688	0
04000086697	0
04000086860	0
04000087171	0
04000087183-002	0
04000087384	0
04000087390	0
04000087505	0
04000087510	0
04000087569	0
040000876185	0
04000087675-0001	0
04000087780	0
04000087970	0
04000087994	0
04000088000	0
04000088002	0
04000088107	0
04000088140	0
04000088307	0
04000088314	0
04000088372	0
04000088392	0
04000088478	0
04000088544	0
04000088550	0
04000088660	0
04000088673	0
04000088688	0
04000088714	0
04000088762	0
04000088781	0
04000089025	0
04000089029	0
04000089060	0
040000891694	0
04000089834	0
04000089835	0
04000089898	0
0400008BJ	0
0400008S	0
0400008Z	0
0400009	0
040000900000	0
04000090007	0
04000090014	0
04000090017	0
04000090019	0
04000090217	0
04000090256	0
04000090263	0
04000090520	0
04000090524	0
04000090582	0
04000090587	0
04000090703	0
04000090733	0
04000090741	0
04000090744	0
04000090745	0
04000090767	0
04000090809	0
04000090810	0
04000090816	0
04000090818	0
04000091033	0
04000091034	0
04000091276	0
04000091289	0
04000091331	0
04000091607	0
04000091909	0
04000092009	0
04000092014	0
04000092043	0
04000092085	0
04000092105	0
04000092205	0
04000092355	0
04000092359	0
04000092450	2
04000092455	2
040000926	0
04000092791CL1	0
040000928	0
04000093006	0
04000093007	0
04000093008	0
04000093019	0
04000093044	0
04000093049	0
04000093053	0
04000093064	0
04000093069	0
04000093251	0
04000094147	0
04000094212	0
04000094289	0
04000094657	0
04000094664	0
04000094803	0
04000094875	0
04000094951	0
04000095051	0
04000095100	0
04000095250	0
04000095273	0
04000095305	0
04000095535	0
04000095549	0
04000095573	0
04000096510	0
040000965A	0
04000096984	0
04000097212	0
04000097224	0
04000098417	0
04000098639	0
04000099891	0
0400009R	0
0400009T	0
0400009X	0
040000BDBKV KDA	0
040000BDCTN	0
040000BDDKV	0
040000BDDMC	0
040000BDDVR	0
040000BDFKQ	0
040000BDGZN	0
040000BDLHS	0
040000BDLHZ	0
040000BDMDV	0
040000BDMVG	0
040000BDPLG	0
040000BDPLV	0
040000BDPMS	0
040000BDQGB	0
040000BDQKL	0
040000BDQSZ	0
040000BDRBB	0
040000BDRRB	0
040000BDTFH	0
040000BDVRW	0
040000BDVVX	0
040000BDWHN	0
040000BDXTP	0
040000BGCML	0
040000BGGSG	0
040000BGJFG	0
040000BGJKV	0
040000BGJZQ	0
040000BGKSN	0
040000BHCBJ	0
040000BHDPC	0
040000BHDSD	0
040000BHHHP	0
040000BHKSZ	0
040000BHPBD	0
040000BHVKF	0
040000BHVZW	0
040000BJBJF	0
040000BKBDC	0
040000BKGBH	0
040000BKWBG	0
040000BLBFV OR	0
040000BLBNS	0
040000BSBZJ	0
040000CFBQL	0
040000CFCLT	0
040000CL0582	0
040000D BBBD	0
040000DBBCJ	0
040000DBCBG	0
040000FBKB	0
040000NGDPH	0
040000NGORD	0
040000PCBHW	0
040000PCBMT	0
040000PFDML	0
040000PGBGX	0
040000PGBKX	0
040000PGBRR	0
040000PGBZT	0
040000PGCQN	0
040000PHCLL	0
040000PHFVT	0
040000PHGMW	0
040000PHLBN	0
040000PHLBY	0
040000PHLCC	0
040000QCBDP	0
040000QCBRT	0
040000QCBZV	0
040000QGBTK	0
040000QGDCJ	0
040000QGFQY	0
040000QGFQZ	0
040000QGHDK	0
040000QGHFF	0
040000QGHJT	0
040000RBBFD	0
040000RBBFS	0
040000RCBBB	0
040000RCBBH	0
040000RDBHT	0
040000REBCH	0
040000RFBCFC	0
040000RFBCT	0
040000RFBFZ	0
040000RGBBY	0
040000RGBFH	0
040000RGBHC	0
040000RGBJD	0
040000RGBKL	0
040000RGBMK	0
040000RGBMS	0
040000RGBPT	0
040000RGCDG	0
040000RGCGS	0
040000RGCLQ	0
040000RGCMV	0
040000RGCNP	0
040000RHBBJ	0
040000TCBGP	0
040000TCBJN	0
040000TCBMJ	0
040000TCBQS	0
040000TCBXD	0
040000TCBZV	0
040000TCCCK	0
040000THLCY	0
040000TLBHF	0
040000TLD8BZ	0
040000TMSXG	0
040000VCBBC	0
040000VGBDL	0
040000WBGNY	0
040000WBGRL	0
040000WCBBC	0
040000WCBBN	0
040000WCBBP	0
040000WCBBQ	0
040000WCBBS	0
040000WCBCK	0
040000WCBDC	0
040000WCCGT	0
040000WCCGV	0
040000WCCHG	0
040000WCGBC	0
040000WCGBM	0
040000WCGCN	0
040000WCGCX	0
040000WCGFK	0
040000WCGFN	0
040000WCGFT	0
040000WCGHV	0
040000WCGJJ	0
040000WCGJK	0
040000WCGKK	2
